ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;NUM_HABITANTES;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TURBO;181377;Colombia;Cuba;NO;DIRECCION ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Arauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TAME;55028;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Archipiélago de San Andrés, Providencia y Santa Catalina;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN ANDRÉS;7986;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;4
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;6
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;5
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;4
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;CARTAGENA;1057767;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PANQUEBA;1333;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;SOGAMOSO;110885;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MARULANDA;3374;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SUPÍA;27687;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SUPÍA;27687;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;MONTELÍBANO;90450;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;MONTERÍA;471867;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOACHA;567546;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;RIVERA;19751;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;GARZÓN;98383;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;NEIVA;350457;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;GARZÓN;98383;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TELLO;14627;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;EJECUCIÓN DE PENAS;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;2
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;TERMINACIÓN ANTICIPADA;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CHIBOLO;#N/D;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FUNDACIÓN;57677;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;FUNDACIÓN;57677;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;PASTO;465148;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PASTO;465148;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;TÚQUERRES;40038;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;PASTO;465148;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CÚCUTA;680765;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LOS PATIOS;81122;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LEGUÍZAMO;15367;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PUERTO ASÍS;63953;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;ARMENIA;3765;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;ARMENIA;3765;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;ARMENIA;3765;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BELÉN DE UMBRÍA;27724;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PEREIRA;481129;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;PEREIRA;481129;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUCARAMANGA;528572;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BUCARAMANGA;528572;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;BARRANCABERMEJA;191144;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;2
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;BUCARAMANGA;528572;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ANDALUCÍA;17685;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;8
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PALMIRA;314418;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;9
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;DAGUA;37006;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;3
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;YUMBO;131593;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PALMIRA;314418;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;3
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;PALMIRA;314418;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2016;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;TULUÁ;224257;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
SI;2016;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;NO;Ley 906;MONTERÍA;471867;Colombia;Colombia;SI;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
SI;2017;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2017;2016;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;BELLO;500098;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ARAUCA;94377;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOLEDAD;700970;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;2
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CARTAGENA;1057767;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;3
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;AGUSTÍN CODAZZI;48805;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
SI;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;ISNOS;28877;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
