ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOACHA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOACHA;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOACHA;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;MEDINA;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CALAMAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;SI;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;Colombia;;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;NEIVA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CAMPOALEGRE;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;NEIVA;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ARIGUANÍ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PLATO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PLATO;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MESETAS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MESETAS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO LÓPEZ;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;VILLAVICENCIO;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;RESTREPO;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;LEIVA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;MAGÜI;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;POLICARPA;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;POLICARPA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;INDAGACIÓN;PRE-ADOLESCENTE 12 - 13;SI;SI;NO;Ley 906;SAMANIEGO;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CÚCUTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;LA ESPERANZA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SILOS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CÚCUTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO ASÍS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;PUERTO ASÍS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PEREIRA;Colombia;;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SABANA DE TORRES;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;FLORIDABLANCA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;LANDÁZURI;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL PEÑÓN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SANTA HELENA DEL OPÓN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;RONCESVALLES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PALOCABILDO;Colombia;;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;FLANDES;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BUENAVENTURA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CANDELARIA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;LA VICTORIA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;ALCALÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;LA VICTORIA;Colombia;;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;CALI;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;PRADERA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;CALI;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CANDELARIA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;SANTA MARTA;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO GAITÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Nariño;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;TUMACO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;MEDELLÍN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;Putumayo;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;MOCOA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;COPACABANA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;LA ESTRELLA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Arauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;ARAUCA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Arauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;ARAUCA;Colombia;;NO;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;Colombia;;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;FACATATIVÁ;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;FACATATIVÁ;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
